1    a0peysza                                 A T O M I C   M A S S   A D J U S T M E N T
0                                                     DATE 18 Nov 2003 TIME 14:12
0        *********************                               A=   0 TO 293
         * file : mass.mas03 *
         *********************

   This is one file out of a series of 3 files published in:
       "The Ame2003 atomic mass evaluation (II)"  by G.Audi, A.H.Wapstra and C.Thibault
           Nuclear Physics A729 p. 337-676, December 22, 2003.
                       for files : mass.mas03  atomic masses
                                   rct1.mas03  react and sep energies,  part 1
                                   rct2.mas03  react and sep energies,  part 2

   A fourth file  is the "Rounded" version of the atomic mass table (the first file)
                                   mass.mas03round  atomic masses "Rounded" version

   All files are 3179 lines long with 124 character per line.
       Headers are 39 lines long.

   Values in the files 1, 2 and 3 are exact (unrounded) copy of the published ones
   Values in the files 4          are exact             copy of the published ones

   col 1     :  Fortran character control: 1 = page feed  0 = line feed
   format    :  a1,i3,i5,i5,i5,1x,a3,a4,1x,f13.5,f11.5,f11.3,f9.3,1x,a2,f11.3,f9.3,1x,i3,1x,f12.5,f11.3,1x
                cc NZ  N  Z  A    el  o     mass  unc binding unc     B  beta  unc    atomic_mass   unc
   Warnings  :  this format is not identical to the one used in Ame1993 and Ame1995
                      in particular "Mass Excess" and "Atomic Mass" values are given now, when necessary,
                      with 5 digits after decimal point.
                      also, the "Binding Energy" column is replaced by a "Binding Energy per A" one.
                decimal point is replaced by # for (non-experimental) estimated values.
                * in place of value : not calculable

....+....1....+....2....+....3....+....4....+....5....+....6....+....7....+....8....+....9....+...10....+...11....+...12....

                                                               MASS LIST
                                                             for analysis

Data from NNDC sorted according N,Z, ElementName, MassExcess (keV), Binding Energy / A (keV)-Exp, Spin,Bind_Coul/A,Bind/A (RMF)
The table below is a combination of the NNDC files "mass.mass03" and "nubtab03.asc.mod.dat"

Two new columns added: binding energy from RMF Model with and without Coulomb field.
		       For nuclei heavier with A>39 an average of 10.5 MeV (14 MeV) is used in RMF-model.

  N    Z  Element  MassExcess(keV) BindEn/A(keV)    Spin       BindEn/A(keV)  BindEn/A (keV) - last two columns: RMF results
 105   83 188Bi    -7204.96191    7764.24414       3.0000   10500.00000   14000.00000
 104   84 188Po     -538.35901    7724.62207       0.0000   10500.00000   14000.00000
 116   73 189Ta   -31829.00000    7938.00000       3.5000   10500.00000   14000.00000
 115   74 189W    -35477.93359    7952.71484       1.5000   10500.00000   14000.00000
 114   75 189Re   -37977.93359    7961.80420       2.5000   10500.00000   14000.00000
 113   76 189Os   -38985.37891    7962.99512       1.5000   10500.00000   14000.00000
 112   77 189Ir   -38453.06250    7956.03906       1.5000   10500.00000   14000.00000
 111   78 189Pt   -36483.18750    7941.47705       1.5000   10500.00000   14000.00000
 110   79 189Au   -33581.95312    7921.98682       0.5000   10500.00000   14000.00000
 109   80 189Hg   -29630.79297    7896.94189       1.5000   10500.00000   14000.00000
 108   81 189Tl   -24602.22070    7866.19580       0.5000   10500.00000   14000.00000
 107   82 189Pb   -17878.16406    7826.47998       1.5000   10500.00000   14000.00000
 106   83 189Bi   -10061.05469    7780.97998       4.5000   10500.00000   14000.00000
 105   84 189Po    -1415.34705    7731.09619       1.5000   10500.00000   14000.00000
 116   74 190W    -34296.32422    7947.12109       0.0000   10500.00000   14000.00000
 115   75 190Re   -35566.32422    7949.68701       2.0000   10500.00000   14000.00000
 114   76 190Os   -38706.32422    7962.09619       0.0000   10500.00000   14000.00000
 113   77 190Ir   -36751.19531    7947.68799       4.0000   10500.00000   14000.00000
 112   78 190Pt   -37323.42188    7946.58203       0.0000   10500.00000   14000.00000
 111   79 190Au   -32881.42188    7919.08594       1.0000   10500.00000   14000.00000
 110   80 190Hg   -31370.43555    7907.01611       0.0000   10500.00000   14000.00000
 109   81 190Tl   -24333.27930    7865.85986       2.0000   10500.00000   14000.00000
 108   82 190Pb   -20416.93555    7841.12988       0.0000   10500.00000   14000.00000
 107   83 190Bi   -10903.01660    7786.93896       3.0000   10500.00000   14000.00000
 106   84 190Po    -4563.21680    7749.45410       0.0000   10500.00000   14000.00000
 117   74 191W    -31112.00000    7931.00000       1.5000   10500.00000   14000.00000
 116   75 191Re   -34348.61719    7943.94922       1.5000   10500.00000   14000.00000
 115   76 191Os   -36393.73438    7950.56006       4.5000   10500.00000   14000.00000
 114   77 191Ir   -36706.41016    7948.10107       1.5000   10500.00000   14000.00000
 113   78 191Pt   -35697.96094    7938.72510       1.5000   10500.00000   14000.00000
 112   79 191Au   -33809.29688    7924.74121       1.5000   10500.00000   14000.00000
 111   80 191Hg   -30592.96094    7903.80518       1.5000   10500.00000   14000.00000
 110   81 191Tl   -26281.02734    7877.13379       0.5000   10500.00000   14000.00000
 109   82 191Pb   -20246.02148    7841.44092       1.5000   10500.00000   14000.00000
 108   83 191Bi   -13240.14453    7800.66504       4.5000   10500.00000   14000.00000
 107   84 191Po    -5053.83398    7753.70801       1.5000   10500.00000   14000.00000
 118   74 192W    -29649.00000    7924.00000       0.0000   10500.00000   14000.00000
 116   76 192Os   -35880.50781    7948.51611       0.0000   10500.00000   14000.00000
 115   77 192Ir   -34833.20703    7938.98584       4.0000   10500.00000   14000.00000
 114   78 192Pt   -36292.86328    7942.51416       0.0000   10500.00000   14000.00000
 113   79 192Au   -32776.52344    7920.12500       1.0000   10500.00000   14000.00000
 112   80 192Hg   -32011.41797    7912.06494       0.0000   10500.00000   14000.00000
 111   81 192Tl   -25872.24609    7876.01611       2.0000   10500.00000   14000.00000
 110   82 192Pb   -22555.96875    7854.66895       0.0000   10500.00000   14000.00000
 109   83 192Bi   -13545.82812    7803.66602       3.0000   10500.00000   14000.00000
 108   84 192Po    -8071.25684    7771.07812       0.0000   10500.00000   14000.00000
 118   75 193Re   -30302.00000    7924.00000       2.5000   10500.00000   14000.00000
 117   76 193Os   -33392.60547    7936.26123       1.5000   10500.00000   14000.00000
 116   77 193Ir   -34533.80859    7938.12109       1.5000   10500.00000   14000.00000
 115   78 193Pt   -34477.01562    7933.77295       0.5000   10500.00000   14000.00000
 114   79 193Au   -33394.32422    7924.10986       1.5000   10500.00000   14000.00000
 113   80 193Hg   -31050.96094    7907.91406       1.5000   10500.00000   14000.00000
 112   81 193Tl   -27318.85547    7884.52295       0.5000   10500.00000   14000.00000
 111   82 193Pb   -22194.49023    7853.91797       1.5000   10500.00000   14000.00000
 110   83 193Bi   -15872.87109    7817.10986       4.5000   10500.00000   14000.00000
 109   84 193Po    -8359.90234    7774.12891       1.5000   10500.00000   14000.00000
 108   85 193At     -146.14000    7727.51807       4.5000   10500.00000   14000.00000
 118   76 194Os   -32432.68164    7932.00977       0.0000   10500.00000   14000.00000
 117   77 194Ir   -32529.28125    7928.47510       1.0000   10500.00000   14000.00000
 116   78 194Pt   -34763.12109    7935.95703       0.0000   10500.00000   14000.00000
 115   79 194Au   -32262.06250    7919.03223       1.0000   10500.00000   14000.00000
 114   80 194Hg   -32192.98242    7914.64307       0.0000   10500.00000   14000.00000
 113   81 194Tl   -26827.02734    7882.95117       2.0000   10500.00000   14000.00000
 112   82 194Pb   -24207.59961    7865.41602       0.0000   10500.00000   14000.00000
 111   83 194Bi   -15990.06348    7819.02490       3.0000   10500.00000   14000.00000
 110   84 194Po   -11005.03711    7789.29590       0.0000   10500.00000   14000.00000
 109   85 194At    -1187.57495    7734.65820       3.0000   10500.00000   14000.00000
 119   76 195Os   -29689.82422    7918.65820       1.5000   10500.00000   14000.00000
 118   77 195Ir   -31689.82422    7924.90186       1.5000   10500.00000   14000.00000
 117   78 195Pt   -32796.84766    7926.56689       0.5000   10500.00000   14000.00000
 116   79 195Au   -32570.02344    7921.39209       1.5000   10500.00000   14000.00000
 115   80 195Hg   -31000.01562    7909.32910       0.5000   10500.00000   14000.00000
 114   81 195Tl   -28155.02539    7890.72705       0.5000   10500.00000   14000.00000
 113   82 195Pb   -23713.92773    7863.93994       1.5000   10500.00000   14000.00000
 112   83 195Bi   -18023.72266    7830.74805       4.5000   10500.00000   14000.00000
 111   84 195Po   -11074.78516    7791.10010       1.5000   10500.00000   14000.00000
 110   85 195At    -3476.24390    7748.12109       0.5000   10500.00000   14000.00000
 109   86 195Rn     5065.18115    7700.30713       1.5000   10500.00000   14000.00000
 120   76 196Os   -28280.77930    7912.24805       0.0000   10500.00000   14000.00000
 119   77 196Ir   -29438.43164    7914.16309       0.0000   10500.00000   14000.00000
 118   78 196Pt   -32647.44727    7926.54395       0.0000   10500.00000   14000.00000
 117   79 196Au   -31140.01758    7914.86084       2.0000   10500.00000   14000.00000
 116   80 196Hg   -31826.68359    7914.37305       0.0000   10500.00000   14000.00000
 115   81 196Tl   -27496.63086    7888.28906       2.0000   10500.00000   14000.00000
 114   82 196Pb   -25360.75391    7873.39990       0.0000   10500.00000   14000.00000
 113   83 196Bi   -18009.03125    7831.89990       3.0000   10500.00000   14000.00000
 112   84 196Po   -13474.45117    7804.77295       0.0000   10500.00000   14000.00000
 111   85 196At    -3923.37988    7752.05078       3.0000   10500.00000   14000.00000
 110   86 196Rn     1970.31799    7717.99023       0.0000   10500.00000   14000.00000
 120   77 197Ir   -28267.78320    7909.01807       1.5000   10500.00000   14000.00000
 119   78 197Pt   -30422.42578    7915.98389       0.5000   10500.00000   14000.00000
 118   79 197Au   -31141.09180    7915.66113       1.5000   10500.00000   14000.00000
 117   80 197Hg   -30540.97852    7908.64307       0.5000   10500.00000   14000.00000
 116   81 197Tl   -28341.16016    7893.50488       0.5000   10500.00000   14000.00000
 115   82 197Pb   -24748.74805    7871.29785       1.5000   10500.00000   14000.00000
 114   83 197Bi   -19687.63477    7841.63623       4.5000   10500.00000   14000.00000
 113   84 197Po   -13357.96777    7805.53516       1.5000   10500.00000   14000.00000
 112   85 197At    -6344.20508    7765.95996       4.5000   10500.00000   14000.00000
 111   86 197Rn     1475.81396    7722.29395       1.5000   10500.00000   14000.00000
 120   78 198Pt   -29907.67383    7914.16895       0.0000   10500.00000   14000.00000
 119   79 198Au   -29582.10352    7908.57324       2.0000   10500.00000   14000.00000
 118   80 198Hg   -30954.44727    7911.55322       0.0000   10500.00000   14000.00000
 117   81 198Tl   -27494.44727    7890.12695       2.0000   10500.00000   14000.00000
 116   82 198Pb   -26050.19922    7878.88184       0.0000   10500.00000   14000.00000
 115   83 198Bi   -19369.48633    7841.18896       2.0000   10500.00000   14000.00000
 114   84 198Po   -15473.40527    7817.56104       0.0000   10500.00000   14000.00000
 113   85 198At    -6672.10303    7769.15918       3.0000   10500.00000   14000.00000
 112   86 198Rn    -1230.81702    7737.72607       0.0000   10500.00000   14000.00000
 122   77 199Ir   -24400.87305    7891.21777       1.5000   10500.00000   14000.00000
 121   78 199Pt   -27392.35547    7902.31885       2.5000   10500.00000   14000.00000
 120   79 199Au   -29095.03516    7906.94287       1.5000   10500.00000   14000.00000
 119   80 199Hg   -29547.05273    7905.28418       0.5000   10500.00000   14000.00000
 118   81 199Tl   -28059.39453    7893.87598       0.5000   10500.00000   14000.00000
 117   82 199Pb   -25227.97852    7875.71680       1.5000   10500.00000   14000.00000
 116   83 199Bi   -20798.43359    7849.52588       4.5000   10500.00000   14000.00000
 115   84 199Po   -15214.96387    7817.53711       1.5000   10500.00000   14000.00000
 114   85 199At    -8819.14844    7781.46582       4.5000   10500.00000   14000.00000
 113   86 199Rn    -1518.05798    7740.84619       1.5000   10500.00000   14000.00000
 112   87 199Fr     6760.92090    7695.31201       0.5000   10500.00000   14000.00000
 122   78 200Pt   -26602.83789    7899.21582       0.0000   10500.00000   14000.00000
 121   79 200Au   -27268.88477    7898.63477       1.0000   10500.00000   14000.00000
 120   80 200Hg   -29504.13672    7905.89893       0.0000   10500.00000   14000.00000
 119   81 200Tl   -27048.09570    7889.70703       2.0000   10500.00000   14000.00000
 118   82 200Pb   -26243.28320    7881.77100       0.0000   10500.00000   14000.00000
 117   83 200Bi   -20370.07031    7848.49414       7.0000   10500.00000   14000.00000
 116   84 200Po   -16954.49023    7827.50391       0.0000   10500.00000   14000.00000
 115   85 200At    -8987.73926    7783.75781       3.0000   10500.00000   14000.00000
 114   86 200Rn    -4006.07593    7754.93799       0.0000   10500.00000   14000.00000
 113   87 200Fr     6122.23486    7700.38477       3.0000   10500.00000   14000.00000
 123   78 201Pt   -23741.11133    7885.83496       2.5000   10500.00000   14000.00000
 122   79 201Au   -26401.11133    7895.17578       1.5000   10500.00000   14000.00000
 121   80 201Hg   -27663.25977    7897.56396       1.5000   10500.00000   14000.00000
 120   81 201Tl   -27182.02734    7891.27686       0.5000   10500.00000   14000.00000
 119   82 201Pb   -25257.91406    7877.81201       2.5000   10500.00000   14000.00000
 118   83 201Bi   -21415.94336    7854.80615       4.5000   10500.00000   14000.00000
 117   84 201Po   -16524.92383    7826.58008       1.5000   10500.00000   14000.00000
 116   85 201At   -10789.49609    7794.15283       4.5000   10500.00000   14000.00000
 115   86 201Rn    -4072.17896    7756.84082       1.5000   10500.00000   14000.00000
 114   87 201Fr     3596.37500    7714.79688       4.5000   10500.00000   14000.00000
 124   78 202Pt   -22598.00000    7881.00000       0.0000   10500.00000   14000.00000
 123   79 202Au   -24399.70508    7886.14014       1.0000   10500.00000   14000.00000
 122   80 202Hg   -27345.85938    7896.85205       0.0000   10500.00000   14000.00000
 121   81 202Tl   -25983.27148    7886.23389       2.0000   10500.00000   14000.00000
 120   82 202Pb   -25933.59961    7882.11523       0.0000   10500.00000   14000.00000
 119   83 202Bi   -20732.89258    7852.49609       5.0000   10500.00000   14000.00000
 118   84 202Po   -17924.23438    7834.71924       0.0000   10500.00000   14000.00000
 117   85 202At   -10590.86719    7794.54199       2.0000   10500.00000   14000.00000
 116   86 202Rn    -6275.01709    7769.30322       0.0000   10500.00000   14000.00000
 115   87 202Fr     3141.78711    7718.81201       3.0000   10500.00000   14000.00000
 114   88 202Ra     9213.11523    7684.88281       0.0000   10500.00000   14000.00000
 124   79 203Au   -23143.39453    7880.86377       1.5000   10500.00000   14000.00000
 123   80 203Hg   -25269.11914    7887.48193       2.5000   10500.00000   14000.00000
 122   81 203Tl   -25761.19141    7886.05176       0.5000   10500.00000   14000.00000
 121   82 203Pb   -24786.57031    7877.39697       2.5000   10500.00000   14000.00000
 120   83 203Bi   -21539.86523    7857.54883       4.5000   10500.00000   14000.00000
 119   84 203Po   -17307.06250    7832.84424       2.5000   10500.00000   14000.00000
 118   85 203At   -12163.46387    7803.65186       4.5000   10500.00000   14000.00000
 117   86 203Rn    -6160.26123    7770.22607       1.5000   10500.00000   14000.00000
 116   87 203Fr      861.30298    7731.78320       4.5000   10500.00000   14000.00000
 115   88 203Ra     8636.45801    7689.62793       1.5000   10500.00000   14000.00000
 125   79 204Au   -20750.00000    7870.00000       2.0000   10500.00000   14000.00000
 124   80 204Hg   -24690.24219    7885.54492       0.0000   10500.00000   14000.00000
 123   81 204Tl   -24345.97266    7880.02197       2.0000   10500.00000   14000.00000
 122   82 204Pb   -25109.73438    7879.93115       0.0000   10500.00000   14000.00000
 121   83 204Bi   -20667.30273    7854.31982       6.0000   10500.00000   14000.00000
 120   84 204Po   -18333.55078    7839.04492       0.0000   10500.00000   14000.00000
 119   85 204At   -11875.31348    7803.55176       7.0000   10500.00000   14000.00000
 118   86 204Rn    -7984.07715    7780.64209       0.0000   10500.00000   14000.00000
 117   87 204Fr      608.45599    7734.68701       3.0000   10500.00000   14000.00000
 116   88 204Ra     6054.40186    7704.15576       0.0000   10500.00000   14000.00000
 126   79 205Au   -18751.00000    7861.00000       1.5000   10500.00000   14000.00000
 125   80 205Hg   -22287.49609    7874.73096       0.5000   10500.00000   14000.00000
 124   81 205Tl   -23820.59180    7878.39307       0.5000   10500.00000   14000.00000
 123   82 205Pb   -23770.09180    7874.33008       2.5000   10500.00000   14000.00000
 122   83 205Bi   -21061.66992    7857.30176       4.5000   10500.00000   14000.00000
 121   84 205Po   -17508.99219    7836.15576       2.5000   10500.00000   14000.00000
 120   85 205At   -12971.53613    7810.20508       4.5000   10500.00000   14000.00000
 119   86 205Rn    -7713.88916    7780.74219       2.5000   10500.00000   14000.00000
 118   87 205Fr    -1309.71704    7745.68604       4.5000   10500.00000   14000.00000
 117   88 205Ra     5839.13623    7706.99707       1.5000   10500.00000   14000.00000
 126   80 206Hg   -20945.51172    7869.16992       0.0000   10500.00000   14000.00000
 125   81 206Tl   -22253.09375    7871.72021       0.0000   10500.00000   14000.00000
 124   82 206Pb   -23785.43945    7875.36084       0.0000   10500.00000   14000.00000
 123   83 206Bi   -20027.93164    7853.32324       6.0000   10500.00000   14000.00000
 122   84 206Po   -18181.73828    7840.56299       0.0000   10500.00000   14000.00000
 121   85 206At   -12419.57617    7808.79297       5.0000   10500.00000   14000.00000
 120   86 206Rn    -9115.50293    7788.95605       0.0000   10500.00000   14000.00000
 119   87 206Fr    -1242.55103    7746.93994       2.0000   10500.00000   14000.00000
 118   88 206Ra     3565.07910    7719.80518       0.0000   10500.00000   14000.00000
 117   89 206Ac    13511.30273    7667.72412       3.0000   10500.00000   14000.00000
 127   80 207Hg   -16218.66602    7847.31201       4.5000   10500.00000   14000.00000
 126   81 207Tl   -21033.66602    7866.79297       0.5000   10500.00000   14000.00000
 125   82 207Pb   -22451.90430    7869.86523       0.5000   10500.00000   14000.00000
 124   83 207Bi   -20054.43359    7854.50391       4.5000   10500.00000   14000.00000
 123   84 207Po   -17145.84961    7836.67285       2.5000   10500.00000   14000.00000
 122   85 207At   -13242.58203    7814.03711       4.5000   10500.00000   14000.00000
 121   86 207Rn    -8631.01367    7787.97998       2.5000   10500.00000   14000.00000
